player,balls_faced,total_runs,fours,sixes,dismissals,pp_runs,death_runs,batting_avg,strike_rate,boundary_pct,balls_bowled,wickets,economy,bowl_avg,strike_rate_bowl,dot_pct,pp_wickets,death_wickets,stumpings,role,ewr_wpa_bat,rwpa_powerplay_bat,rwpa_middle_bat,rwpa_death_bat,ewr_wpa_bow,rwpa_powerplay_bow,rwpa_middle_bow,rwpa_death_bow,fran_runs,fran_balls_faced,fran_sr,fran_wickets,fran_balls_bowled,fran_economy,combined_ewr_wpa,recency_bonus,final_score,in_recent_squad
GJ Maxwell,1841.0,2771.0,233.0,160.0,111.0,432.0,599.0,24.963963963963963,150.5160239000543,0.21347093970668116,965.0,41.0,8.151295336787564,31.975609756097562,23.536585365853657,0.31191709844559584,10.0,3.0,0.0,All-rounder,3.0622122278303676,-0.017539925472915083,3.4815303551808117,-0.3518779483007171,0.9383503581141355,0.5808628770104559,0.5513989547697666,-0.16473995994233157,36.0,27.0,133.33333333333331,0.0,12.0,12.0,2.0002812929722515,0.0,2.0002812929722515,False
YS Chahal,89.0,37.0,0.0,0.0,6.0,0.0,33.0,6.166666666666667,41.57303370786517,0.0,3628.0,213.0,7.741455347298787,21.976525821596244,17.03286384976526,0.3291069459757442,18.0,63.0,0.0,Bowler,0.06766582110805437,0.0,0.04158781154550477,0.048886713306837595,1.8205556009716772,0.00201950851432697,1.4696063720427928,0.36398392880186503,0.0,0.0,0.0,0.0,24.0,8.75,1.8205556009716772,0.0,1.8205556009716772,False
CA Lynn,974.0,1329.0,132.0,66.0,39.0,779.0,36.0,34.07692307692308,136.4476386036961,0.2032854209445585,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,Batsman,1.6394325995260917,0.9653552611067524,1.0861794501901922,-0.3616062411488997,0.0,0.0,0.0,0.0,49.0,36.0,136.11111111111111,0.0,0.0,0.0,1.6394325995260917,0.1,1.803375859478701,True
Mustafizur Rahman,23.0,13.0,0.0,1.0,1.0,0.0,13.0,13.0,56.52173913043478,0.043478260869565216,1353.0,70.0,7.946784922394679,25.6,19.32857142857143,0.3429416112342942,15.0,39.0,0.0,Bowler,0.031540110321363106,0.0,0.0,0.07267938465357585,1.717590830828322,0.7401284009091504,-0.3619266472746104,1.3774731310924146,1.0,3.0,33.33333333333333,9.0,167.0,8.335329341317365,1.717590830828322,0.0,1.717590830828322,False
RD Chahar,127.0,129.0,13.0,5.0,16.0,0.0,125.0,8.0625,101.5748031496063,0.14173228346456693,1697.0,76.0,7.65468473777254,28.486842105263158,22.32894736842105,0.33824395992928696,3.0,15.0,0.0,Bowler,-0.15153161214261615,0.0,-0.14145486975837432,-0.04587161139430861,1.441159326221214,0.0755171619686085,1.080618589829387,0.3105007575620734,28.0,30.0,93.33333333333333,42.0,871.0,7.39150401836969,1.441159326221214,0.1,1.5852752588433354,True
Harbhajan Singh,636.0,833.0,79.0,42.0,56.0,62.0,624.0,14.875,130.9748427672956,0.19025157232704404,3496.0,161.0,7.0383295194508015,25.472049689440993,21.714285714285715,0.3612700228832952,32.0,28.0,0.0,All-rounder,-2.2692795267466734,-0.16045395207024002,0.030510710261091138,-2.2463777720482163,5.281832429969238,1.6559395079322785,3.81352587134779,-0.1423083003122392,799.0,591.0,135.19458544839256,136.0,2989.0,6.93141518902643,1.506276451611282,0.0,1.506276451611282,False
PP Ojha,45.0,16.0,0.0,0.0,10.0,0.0,16.0,1.6,35.55555555555556,0.0,1945.0,99.0,7.40051413881748,24.232323232323232,19.646464646464647,0.3429305912596401,7.0,26.0,0.0,Bowler,-0.41502253110370424,0.0,0.001497882786693632,-0.6932021012928673,1.4715863913244498,-0.48509866858344686,2.1345816926077585,-0.15519864208817388,10.0,26.0,38.46153846153847,33.0,798.0,7.676691729323308,1.4715863913244498,0.0,1.4715863913244498,False
KA Pollard,2433.0,3412.0,218.0,223.0,126.0,28.0,2032.0,27.07936507936508,140.23838882038635,0.1812577065351418,1586.0,81.0,8.32282471626734,27.160493827160494,19.580246913580247,0.255359394703657,1.0,30.0,0.0,All-rounder,3.226991782649799,0.23175994127686725,-0.35012108042798584,3.3851432027213844,-0.8326137127253944,0.02511951374546332,-0.9288843747838519,0.05540183470532588,3412.0,2433.0,140.23838882038635,81.0,1586.0,8.32282471626734,1.1971890349622023,0.1,1.3169079384584226,True
JDP Oram,110.0,106.0,6.0,5.0,8.0,0.0,62.0,13.25,96.36363636363636,0.1,244.0,13.0,8.901639344262296,27.846153846153847,18.76923076923077,0.3237704918032787,4.0,8.0,0.0,Bowler,0.038517398813885335,0.0,-0.24609044970554006,0.29511259365048503,1.0042861118941813,0.7768334202390303,-0.281823113830314,0.632753606128192,0.0,0.0,0.0,0.0,26.0,6.461538461538462,1.0042861118941813,0.0,1.0042861118941813,False
JC Archer,132.0,199.0,11.0,14.0,13.0,0.0,186.0,15.307692307692308,150.75757575757575,0.1893939393939394,987.0,49.0,7.355623100303951,24.693877551020407,20.142857142857142,0.425531914893617,17.0,21.0,0.0,Bowler,-0.028683269508194536,0.033757972850236,-0.009215335178088773,-0.059744832068567774,0.8916090149057244,0.7186331676994637,0.7109025490584597,-0.5108261238915387,4.0,4.0,100.0,2.0,129.0,9.395348837209303,0.8916090149057244,0.1,0.980769916396297,True
Ishan Kishan,1991.0,2644.0,255.0,119.0,91.0,1251.0,255.0,29.054945054945055,132.79758915118032,0.1878453038674033,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,5.0,Wicketkeeper,1.762711649775351,0.9704404536309418,-0.21476938933266937,1.03360078110403,0.0,0.0,0.0,0.0,2325.0,1736.0,133.92857142857142,0.0,0.0,0.0,0.8813558248876755,0.1,0.9694914073764431,True
ST Jayasuriya,573.0,768.0,84.0,39.0,29.0,514.0,0.0,26.482758620689655,134.03141361256544,0.21465968586387435,301.0,16.0,7.893687707641196,24.75,18.8125,0.2757475083056478,0.0,4.0,0.0,All-rounder,2.767972837449646,2.7415770395698273,0.1713158417253498,0.0,-1.0104551481507151,-0.010036522244487034,-0.5633113137999696,-0.5378171275365621,768.0,573.0,134.03141361256544,16.0,301.0,7.893687707641196,0.8787588446494654,0.0,0.8787588446494654,False
PA Patel,2442.0,2848.0,365.0,49.0,127.0,1904.0,95.0,22.4251968503937,116.62571662571663,0.16953316953316952,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,16.0,Wicketkeeper,1.5559782077847015,2.0878243271734562,-0.41390588287260494,-0.09882502511830342,0.0,0.0,0.0,0.0,911.0,724.0,125.82872928176796,0.0,0.0,0.0,0.7779891038923508,0.0,0.7779891038923508,False
E Lewis,499.0,654.0,62.0,36.0,24.0,420.0,32.0,27.25,131.06212424849699,0.1963927855711423,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,Batsman,0.7621719307798661,1.4386203638838373,-0.5333565966751872,-0.0972698766624592,0.0,0.0,0.0,0.0,430.0,343.0,125.36443148688046,0.0,0.0,0.0,0.7621719307798661,0.0,0.7621719307798661,False
AJ Finch,1692.0,2091.0,214.0,78.0,84.0,910.0,282.0,24.892857142857142,123.58156028368793,0.17257683215130024,44.0,1.0,9.136363636363637,67.0,44.0,0.29545454545454547,0.0,0.0,0.0,Batsman,0.7587271829183196,-0.4753267906758778,0.6557032018140125,0.5918033814063963,0.028819297897167792,0.017745075659229705,0.00394307121877812,0.026780672312683454,23.0,33.0,69.6969696969697,0.0,0.0,0.0,0.7587271829183196,0.0,0.7587271829183196,False
SM Pollock,116.0,147.0,12.0,8.0,8.0,1.0,80.0,18.375,126.72413793103448,0.1724137931034483,280.0,13.0,6.578571428571429,23.615384615384617,21.53846153846154,0.4642857142857143,9.0,0.0,0.0,Bowler,0.1197894663525797,-0.0339205702536138,0.05688754866735313,0.12780252234036962,0.48897381435317244,0.4806359789090187,0.12050447655053255,-0.059776589568538895,147.0,116.0,126.72413793103448,13.0,280.0,6.578571428571429,0.48897381435317244,0.0,0.48897381435317244,False
AG Murtaza,14.0,10.0,1.0,0.0,1.0,0.0,10.0,10.0,71.42857142857143,0.07142857142857142,269.0,12.0,7.182156133828996,26.833333333333332,22.416666666666668,0.3754646840148699,3.0,0.0,0.0,Bowler,0.00485287237193229,0.0,0.0,0.015251884597501483,0.4885596724577913,0.3010774528539468,0.2590915019898208,-0.01712307356168724,2.0,5.0,40.0,9.0,195.0,6.615384615384615,0.4885596724577913,0.0,0.4885596724577913,False
